Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
UQZ33344.1	3.2.1.39|3.2.1.6	CBM54(253-363)+GH16_3(543-786)+CBM4(818-959)+CBM4(993-1122)+CBM4(1151-1271)+CBM4(1389-1498)+CBM4(1548-1672)	CBM54_e23+GH16_e193+CBM4_e9+CBM4_e9+CBM4_e9+CBM4_e9+CBM4_e9	CBM4+CBM54+GH16_3	Y(1-33)	3
UQZ37323.1	3.2.1.78	GH5_8(2-247)+CBM59(328-470)	GH5_e182+CBM59_e0	CBM59+GH5_8	N	3
UQZ83407.1	4.2.2.2	PL2(16-517)	PL2_e0	PL2	N	3
URC13383.1	3.2.1.-	CBM62(767-891)+CBM62(1087-1210)	CBM62_e8+CBM62_e8	CBM62	Y(1-23)	3
URG36814.1	3.2.1.68|2.4.1.25|3.2.1.-	CBM48(11-99)+GH13_11(173-521)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
URJ44152.1	2.4.1.97	GH161(1-1075)	GH161_e0	GH161	N	3
URJ72144.1	3.2.1.2|3.2.1.1	GH14(45-431)+GH13_1(782-1084)	GH14_e6+CBM25_e6+CBM25_e6+GH13_e242	CBM25+GH13+GH14	Y(1-36)	3
URM13397.1	-	PL6(73-462)	PL6_e1	PL6	Y(1-20)	3
URM36240.1	3.2.1.-	GH139(7-722)	GH139_e0	GH139	N	3
URR95193.1	-	GH26(124-265)	GH26_e86	GH26	Y(1-24)	3
URZ16263.1	3.2.1.4|3.2.1.151	CBM6(42-158)+CBM6(171-287)+GH12(406-564)	CBM6_e81+CBM6_e81+GH12_e31	CBM6+GH12	Y(1-20)	3
URZ17474.1	3.2.1.4	GH5_2(67-325)+CBM17(359-559)+CBM28(576-754)	GH5_e90+CBM17_e0+CBM28_e0	CBM17+CBM28+GH5_2	Y(1-29)	3
USD80683.1	3.2.1.176|3.2.1.4|3.2.1.-|3.2.1.151|3.2.1.14	GH48(4-461)	GH48_e1	GH48	N	3
USG99371.1	3.2.1.20	GH122(9-336)	GH122_e1	GH122	N	3
USI76956.1	-	PL29(68-403)	PL29_e3	PL0	Y(1-27)	3
USK26453.1	3.2.1.94|-	CBM61(287-427)+GH27(542-802)+CBM35(830-955)+CBM61(1136-1263)+GH31(1491-1930)	CBM61_e17+CBM61_e17+GH27_e31+CBM35_e29+CBM61_e17+CBM61_e17+GH31_e6	CBM35+CBM61+GH27+GH31	Y(1-35)	3
USK29520.1	3.2.1.96	GH85(88-394)+CBM32(749-875)	GH85_e0+CBM32_e223	CBM32+GH85	Y(1-30)	3
USP15214.1	3.2.1.4|3.2.1.151|3.2.1.78|3.2.1.8|-	GH44(34-533)	GH44_e1+CBM2_e78	CBM2+GH44	Y(1-32)	3
USP75385.1	-	AA4(32-566)	AA4_e1	AA4	N	3
USP76462.1	-	AA2(60-253)	AA2_e8	AA0	Y(1-19)	3
USP76874.1	-	GH131(37-309)	GH131_e0	GH131	N	3
USP76998.1	-	AA8(30-204)+AA12(249-650)	AA8_e2+AA12_e6	AA12+AA8	N	3
USP78931.1	2.4.1.258	GT58(71-411)	GT58_e1	GT58	N	3
USQ71086.1	-	PL5(14-282)	PL5_e4	PL5	N	3
USQ98919.1	3.2.1.4	GH5_5(146-418)	GH5_e137	GH5	Y(1-32)	3
USU12169.1	-	CBM85(54-176)	CBM85_e3	N	Y(1-23)	2
USU33317.1	3.2.1.145|-	AA5(12-566)+CBM13(626-755)	AA5_e0+CBM13_e360	AA5+CBM13	Y(1-37)	3
USW48933.1	-	CBM87(1-172)+CE18(174-540)	CBM87_e1+CE18_e1	CBM87+CE18	N	3
USW51778.1	1.1.99.18	AA8(25-213)+AA3_1(257-801)	AA8_e5+AA3_e46	AA3_1+AA8+CBM1	Y(1-20)	3
USX18698.1	-	GH146(65-581)	GH146_e1	GH146	Y(1-33)	3
USX25015.1	-	PL39(66-485)+PL34(410-607)	PL34_e0	PL34	Y(1-29)	3
USX26108.1	-	CE12(35-252)	CE12_e24	CE12	Y(1-23)	3
USX28625.1	-	CBM32(163-278)	CBM32_e120	CBM32	N	3
USX51337.1	2.4.1.18	CBM48(114-203)+GH13_9(264-564)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
USZ44389.1	-	GH111(52-525)	GH111_e0	GH111	Y(1-48)	3
USZ78391.1	-	GH10(305-609)	CBM85_e8+GH10_e120	CBM85+GH10	Y(1-34)	3
UTB41993.1	3.2.1.1|3.2.1.41|3.2.1.68	CBM82(48-171)+CBM83(510-605)+GH13_41(863-1162)	GH13_e61	CBM26+CBM41+CBM82+CBM83+GH13_41	Y(1-44)	3
UTF98492.1	3.2.1.25	GH2(13-743)	GH2_e80	GH2	N	3
UTH63992.1	-	GT100(68-300)	GT100_e4	GT100	N	3
UTJ41472.1	2.4.1.182	GT19(9-366)	GT19_e17	GT19	N	3
UTR06661.1	-	CE4(47-161)	CE4_e144	CE4	Y(1-26)	3
UTR16031.1	3.2.1.78	GH5_8(45-290)+CBM59(347-492)	GH5_e182+CBM59_e0	CBM59+GH5_8	Y(1-33)	3
UTT40813.1	-	GH76(59-323)	GH76_e15	GH76	N	3
UTW46561.1	-	GH172(84-349)	GH172_e20	GH172	N	3
UTX36757.1	2.4.1.-|-	GT2(5-174)+GT101(308-531)	GT2+GT101_e0	GT101+GT2	N	3
UTY54543.1	3.2.1.1|3.2.1.98|3.2.1.-|3.2.1.60	GH13_19(90-478)+CBM26(707-774)+CBM26(890-958)+CBM26(1073-1141)	GH13_e62+CBM26_e0+CBM26_e7+CBM26_e7	CBM26+GH13_19	Y(1-28)	3
UUA71990.1	3.2.1.78|3.2.1.4|3.2.1.8|3.2.1.74	GH5_8(46-296)+CBM2(472-564)	GH5_e22+CBM2_e92	CBM10+CBM2+GH5_8	Y(1-36)	3
UUA72265.1	3.2.1.8	CBM15(101-246)+GH10(271-611)	CBM15_e0+GH10_e75	CBM15+GH10	Y(1-39)	3
UUA74136.1	3.1.1.-	CE12(251-506)	CE12_e2	CE12	Y(1-27)	3
UUI59558.1	2.4.1.56|2.4.1.289|2.4.99.-	GT99(3-377)+GT102(625-871)+GT103(917-1127)	GT99_e0+GT102_e8+GT103_e0	GT102+GT103+GT99	N	3
UUI68220.1	-	GH114(45-216)	GH114_e21	GH114	Y(1-28)	3
UUN26315.1	-	GH146(72-586)	GH146_e12	GH146	Y(1-33)	3
UUO92759.1	-	GH111(198-1018)	GH111_e0	GH111	Y(1-30)	3
UUR86537.1	-	GH133(290-650)	GH133_e2	GH133	N	3
UUU20103.1	-	CE3(37-233)+CBM2(258-352)	CE3_e26+CBM2_e73	CBM2+CE3	Y(1-27)	3
UVC11778.1	-	GH23(48-172)	GH23_e887	GH23	Y(1-27)	3
UVD86828.1	2.4.1.25	GH77(241-879)	CBM20_e2+GH77_e22	CBM20+GH77	N	3
UVI29080.1	-	GH179(17-362)	GH109_e2	GH179	N	3
UVO10393.1	-	CBM63(140-214)	CBM63_e7	CBM63	Y(1-24)	3
UVO59462.1	-	GT101(57-280)	GT101_e12	GT101	N	3
UVO99100.1	-	GH43_10(50-316)+CBM91(347-535)	GH43_e41+CBM91_e53+CBM6_e10	CBM6+CBM91+GH43_10	Y(1-33)	3
UVP01192.1	3.2.1.53|3.2.1.-	GH123(51-589)	GH123_e16	GH123	Y(1-20)	3
UVP11093.1	4.2.2.-	PL27(64-687)	PL27_e0	PL27	Y(1-27)	3
UVP22872.1	3.1.1.11	CE19(118-449)	CE19_e0	CE19	Y(1-19)	3
UVP25490.1	-	CBM67(150-330)+GH78(357-861)	CBM67_e3+GH78_e28	GH78	N	3
UVP32043.1	3.2.1.31|3.2.1.185	GH137(21-369)+GH2(372-825)+CBM57(1091-1252)+CBM97(1299-1423)	GH137_e0+GH2_e99+CBM57_e0	CBM0+GH137+GH2	Y(1-20)	3
UVP51471.1	4.2.2.7	PL13(23-382)	PL13_e0	PL13	Y(1-23)	3
UVP52241.1	4.2.2.1	PL30(72-783)	PL30_e0	PL30	N	3
UVP52726.1	-	GH172(93-345)	GH172_e6	GH172	Y(1-26)	3
UVP53750.1	-	GH144(28-431)	GH144_e5	GH144	N	3
UVP59691.1	-	GH138(1-899)	GH138_e1	GH138	Y(1-27)	3
UVP61716.1	3.2.1.11	GH66(46-591)	GH66_e1	GH66	N	3
UVQ27605.1	3.2.1.1	GH13_36(80-540)	GH13_e47	CBM58+GH13_36	Y(1-25)	3
UVQ37124.1	N	GH182(384-621)	N	GH182	Y(1-21)	2
UVQ70387.1	-	GT14(4-256)	GT14_e68	GT14	N	3
UVQ96675.1	-	GH163(222-483)	GH163_e13	GH163	N	3
UVQ97632.1	4.2.2.20	PL29(258-593)	PL29_e9	PL29	Y(1-28)	3
UVQ98875.1	-	GT3(13-354)	GT3_e2	GT3	N	3
UVQ99536.1	-	GT6(19-237)	GT6_e11	GT6	N	3
UVR21187.1	-	GH97(15-657)	GH97_e27	GH97	N	3
UVR53499.1	3.2.1.113|3.2.1.-	GH92(237-742)	GH92_e18	GH92	Y(1-25)	3
UVR66115.1	-	PL17(405-513)	PL17_e5	PL17	N	3
UVR73309.1	-	GH165(12-423)	GH165_e0	GH165	N	3
UVR84986.1	3.2.1.18	CBM93(23-172)+GH33(194-530)	GH33_e121	GH33	Y(1-23)	3
UVR99554.1	-	GH13_10(513-735)	CBM48_e54+GH13_e156	CBM48+GH13	Y(1-20)	3
UVS02596.1	-	GT101(57-280)	GT101_e12	GT101	N	3
UVS49550.1	3.2.1.11	GH66(47-591)	GH66_e1	GH66	N	3
UVT94365.1	3.2.1.80	CBM66(152-319)+GH32(448-750)+CBM66(1014-1168)	CBM66_e1+GH32_e42+CBM66_e1	CBM66+GH32	Y(1-40)	3
UVT95201.1	3.2.1.11	GH66(106-733)	GH66_e0	GH66	N	3
UVV54176.1	4.2.2.20	PL29(337-662)	PL29_e9	PL29	N	3
UVV55126.1	-	CE2(1-165)	CE2_e2	CE2	N	3
UVV82299.1	-	CE12(26-257)+CE8(273-545)	CE12_e30+CE8_e86	CE12+CE8	N	3
UVV85366.1	-	GH173(76-344)	GH173_e2	GH173	N	3
UVW65658.1	3.5.1.108	CE11(4-276)	CE11_e22	CE11	N	3
UWH43061.1	1.14.99.53|-	AA10(44-210)	AA10_e66+CBM73_e22	AA10+CBM73	Y(1-44)	3
UWM50557.1	2.4.1.266	GT81(12-313)	GT81_e0	GT81	N	3
UWN58645.1	-	GH106(60-975)	GH106_e30	GH106	Y(1-21)	3
UWN88695.1	-	PL15_2(481-636)	PL15_e1	PL15	Y(1-21)	3
UWN90626.1	-	GH138(1-899)	GH138_e1	GH138	Y(1-27)	3
UWO08097.1	3.2.1.-|-	CBM32(49-152)+CBM32(185-290)+CBM32(320-424)+GH13_36(466-637)	CBM32_e26+CBM32_e26+CBM32_e26+GH13_e136	CBM32+GH0	N	3
UWO10448.1	N	GH163(245-505)	N	N	N	1
UWO83376.1	4.2.2.20|4.2.2.8|4.2.2.-	PL37(3-563)	PL37_e0	PL37	N	3
UWO87857.1	2.4.1.211	GH112(6-719)	GH112_e0	GH112	N	3
UWP46118.1	-	GH156(24-544)	GH156_e2	GH156	Y(1-23)	3
UWP46636.1	-	GH142(39-512)	GH142_e5	GH142	N	3
UWP55536.1	3.2.1.8|3.2.1.39	CBM86(57-166)+CBM22(182-332)+GH10(378-769)+CBM9(929-1101)	GH10_e78+CBM9_e20+CBM9_e20+CBM56_e2	CBM22+CBM86+CBM9+GH10	Y(1-38)	3
UWQ21716.1	-	GT30(2-176)	GT30_e43	GT30	N	3
UWR79100.1	-	GT2(362-456)	GT32_e59+GT92_e8	GT0+GT32	N	3
UWV16689.1	3.2.1.-	GH90(115-659)	GH90_e0	GH90	N	3
UWV45799.1	3.2.1.4	GH124(2-334)	GH124_e0	GH124	N	3
UWZ41403.1	3.2.1.55|3.2.1.37|-	CBM2(34-133)+GH54(172-491)	CBM2_e18+GH54_e0	CBM2+GH54	Y(1-30)	3
UWZ90109.1	-	PL11(49-609)	PL11_e1	PL11	Y(1-20)	3
UXC36803.1	2.4.99.-	GT38(2-404)	GT38_e1	GT38	N	3
UXI70115.1	-	CBM8(27-176)	CBM8_e3	CBM8	Y(1-24)	3
UXN61881.1	-	GH102(104-258)	GH102_e20	GH102	N	3
UXT23837.1	2.4.1.-	GT21(41-270)	GT21_e10	GT21	N	3
UXT58968.1	-	GH154(28-365)	GH154_e14	GH154	N	3
UXT90333.1	2.4.1.-|2.4.1.333	GT84(1293-1506)+GH94(1747-2829)	GT84_e0+GH94_e1	GH94+GT84	N	3
UXV24067.1	-	GH20(49-348)	GH20_e25	GH20	N	3
UXX79828.1	-	CBM16(532-645)+GH10(685-1006)	CBM16_e24+GH10_e36	CBM16+GH10	Y(1-23)	3
UXY22983.1	3.2.1.-|3.2.1.4	GH5_4(79-356)+CBM46(388-473)	GH5_e262+CBM46_e0	CBM46+GH5_4	Y(1-39)	3
UXY31680.1	3.2.1.146|3.2.1.20	GH2(81-495)+CBM42(646-783)	GH2_e74+CBM42_e1	CBM42+GH2	Y(1-47)	3
UYC13366.1	3.2.1.-	GH125(66-468)	GH125_e1	GH125	Y(1-29)	3
UYF97091.1	2.4.2.-	GT89(10-616)	GT89_e0	GT89	N	3
UYJ98702.1	-	PL38(93-372)	PL38_e7	PL38	Y(1-37)	3
UYK18959.1	2.4.1.1	GT35(101-811)	GT35_e0	GT35	N	3
UYO02290.1	-	GH179(19-364)	GH109_e2	GH179	N	3
UYO02988.1	-	PL42(59-344)	PL42_e12	PL42	Y(1-30)	3
UYP76311.1	3.2.1.151	GH74(94-217)	GH74_e0+GH74_e0+GH74_e0+GH74_e0	GH74	Y(1-38)	3
UYU33649.1	3.2.1.28	GH37(69-543)	GH37_e6	GH37	N	3
UYU41895.1	3.2.1.53|3.2.1.-	GH123(59-598)	GH123_e16	GH123	Y(1-20)	3
UYU43694.1	3.2.1.-|3.2.1.63	GH95(21-752)	GH95_e1	GH95	Y(1-22)	3
UYU43915.1	-	CBM89(205-499)	CBM89_e0	CBM89	Y(1-22)	3
UYU44902.1	N	PL32(21-346)	N	PL32	Y(1-21)	2
UYU46463.1	3.2.1.101	GH76(65-369)	GH76_e42	GH76	Y(1-23)	3
UYU47998.1	4.2.2.1	PL30(51-741)	PL30_e0	PL30	Y(1-22)	3
UYU48256.1	-	PL1(212-387)+CBM77(566-666)	PL1_e59+CBM77_e0	CBM77+PL1	Y(1-22)	3
UYU48330.1	-	CBM89(202-496)	CBM89_e0	CBM89	Y(1-22)	3
UYU51255.1	N	GH182(378-614)	N	GH182	Y(1-25)	2
UYU52966.1	-	GH97(11-500)	GH97_e27	GH97	Y(1-20)	3
UYU59882.1	3.2.1.1	GH13_36(80-540)	GH13_e47	CBM58+GH13_36	Y(1-25)	3
UYU96976.1	-	GH173(80-354)	GH173_e1	GH173	Y(1-35)	3
UYV10400.1	N	GH175(224-429)	N	GH175	Y(1-21)	2
UYZ82894.1	4.2.2.n1	GH103(68-363)	GH103_e1	GH103	Y(1-24)	3
UZB18116.1	2.4.1.17	GT70(14-381)	GT70_e0	GT70	N	3
UZF37851.1	2.4.1.15	GT20(79-523)	GT20_e1	GT20	N	3
UZG59588.1	N	GH183(210-511)	N	GH183	Y(1-26)	2
UZH25096.1	3.2.1.212	GH107(40-384)	GH107_e2	GH107	Y(1-32)	3
UZI33257.1	4.2.2.-	PL34(324-518)	PL34_e1	PL0	N	3
UZJ52363.1	-	GH79(51-507)	GH79_e7	GH79	Y(1-36)	3
UZJ53361.1	-	PL35(615-793)	PL35_e7	PL35	N	3
UZJ56387.1	1.1.3.-	AA7(78-525)	AA7_e4	AA7	Y(1-25)	3
UZK58676.1	3.2.1.146|3.2.1.20	GH2(47-462)+CBM42(611-750)	GH2_e74+CBM42_e1	CBM42+GH2	Y(1-16)	3
UZN38764.1	2.4.1.230	GH65(288-659)	GH65_e4	GH65	N	3
UZO82238.1	3.2.1.162	GH150(26-930)	GH150_e0	GH150	Y(1-21)	3
UZP35173.1	-	GH139(15-435)+GH139(437-735)	GH139_e1+GH139_e1	GH139	Y(1-21)	3
UZR95846.1	-	GH177(39-389)	GH109_e5	GH177	Y(1-37)	3
UZR99743.1	-	GH159(39-256)	GH159_e7	GH159	N	3
VAH09775.1	N	GT116(257-503)	N	GT116	N	2
VBB73900.1	3.1.1.6	CE16(27-331)	CE16_e10	CE16	N	3
VBB74956.1	1.-.-.-	AA12(29-434)	AA12_e4	AA12	Y(1-31)	3
VBB78559.1	3.2.1.-	GH131(21-260)	GH131_e5	CBM1+GH131	N	3
VBB82050.1	3.1.1.6	CE16(109-367)	CE16_e0	CBM1+CE16	Y(1-22)	3
VCU40186.1	3.5.1.-	CBM87(90-302)+CE18(302-677)	CBM87_e0+CE18_e0	CBM87+CE18	Y(1-20)	3
VCV21496.1	3.2.1.1|3.2.1.41	CBM82(166-287)+CBM82(294-409)+GH13_39(904-1298)	GH13_e172	CBM82+GH13_39	Y(1-37)	3
VDC81805.1	3.1.1.11	CE8(281-575)	CE8_e19	CE8	Y(1-46)	3
VDC88003.1	-	AA6(4-162)	AA6_e3	AA6	N	3
VDC93449.1	3.2.1.14	GH19(149-382)	GH19_e1	CBM18+GH19	Y(1-22)	3
VDD01841.1	2.4.1.-	GT24(1299-1556)	GT24_e1	GT24	Y(1-25)	3
VDD01904.1	2.4.1.-|2.4.1.65	GT10(103-397)	GT10_e49	GT10	Y(1-49)	3
VEB37693.1	-	GT88(2-370)	GT88_e3	GT88	N	3
VEE00365.1	4.2.2.1	PL16(56-333)	PL16_e0	PL16	N	3
VEE74982.1	-	GH50(80-721)	GH50_e15	GH50	Y(1-24)	3
VEH30886.1	-	GH120(316-405)	GH120_e6+GH120_e3	GH120	N	3
VEH86046.1	3.2.1.4	GH9(29-481)	GH9_e27	CBM3+GH9	Y(1-20)	3
VEH98830.1	-	GH13_10(393-715)	CBM48_e54+GH13_e156	CBM48+GH13	Y(1-20)	3
VFH45167.1	N	GH163(233-505)	N	N	N	1
VFH55187.1	3.2.1.102	GH98(35-334)+CBM47(619-739)+CBM47(769-890)+CBM47(912-1032)	GH98_e2+CBM47_e36+CBM47_e36+CBM47_e36	CBM47+GH98	Y(1-32)	3
VFH96591.1	3.2.1.97|3.2.1.35|3.2.1.52	GH101(336-1044)	GH101_e0+CBM32_e206	CBM32+GH101	Y(1-39)	3
VFH97040.1	N	GH163(233-505)	N	N	N	1
VFI12663.1	3.2.1.180|3.2.1.-	GH88(62-388)	GH88_e0	GH88	N	3
VFI28548.1	2.4.1.-	GT8(3-237)+GT101(568-789)	GT8_e163+GT101_e0	GT101+GT8	N	3
VGM84620.1	3.2.1.23|3.2.1.108	GH2(127-890)+CBM71(1468-1665)+CBM71(1817-2018)	GH2_e0+CBM71_e0+CBM71_e0	CBM71+GH2	N	3
VIP03809.1	-	GH141(26-534)	GH141_e14	GH141	Y(1-20)	3
VTS02047.1	-	CE19(64-415)	CE19_e1	CE19	Y(1-28)	3
VTZ69723.1	-	GT98(37-728)	GT98_e2	GT98	N	3
VUW62827.1	3.2.1.1|3.2.1.98|-	CBM45(126-212)+CBM45(318-394)+GH13_6(544-829)	CBM45_e0+CBM45_e0+GH13_e146	CBM45+GH13_6	N	3
VUZ95829.1	-	GT66(55-787)	GT66_e5	GT66	N	3
VWO99737.1	1.14.99.-	AA14(19-309)	AA14_e1	AA14	Y(1-21)	3
VZH84127.1	2.4.2.-	GT85(64-502)	GT85_e0	GT85	N	3
VZZ90074.1	2.4.1.1	GT35(101-810)	GT35_e0	GT35	N	3
WAC39453.1	-	PL21(551-616)	PL21_e0	PL21	Y(1-32)	3
WAC52999.1	3.2.1.21|-	CBM32(60-179)+CBM11(324-480)+CBM11(502-680)+GH3(880-1120)	CBM32_e203+CBM11_e0+CBM11_e0+GH3_e161	CBM11+CBM32+GH3	Y(1-48)	3
WAF88540.1	-	GH50(60-696)	GH50_e15	GH50	N	3
WAG50106.1	N	GH173(106-340)	N	GH173	N	2
WAH96174.1	N	GH184(1-123)	N	GH184	N	2
WAI77856.1	-	GT51(57-211)	GT51_e120	GT51	N	3
WAJ23881.1	3.2.1.4|3.2.1.-	GH5_4(33-304)+CBM65(352-462)	GH5_e196+CBM65_e1	CBM65+GH5_4	N	3
WAJ69150.1	3.2.1.158	GH96(323-937)	CBM6_e29+CBM6_e29+GH96_e0	CBM6+GH96	Y(1-27)	3
WAJ70596.1	-	GH5_7(185-385)	GH5_e17	GH5	Y(1-42)	3
WAJ71839.1	4.2.2.-	PL24(34-507)	PL24_e0	PL24	Y(1-30)	3
WAK45313.1	3.2.1.-	GH90(161-706)	GH90_e0	GH90	N	3
WAL68615.1	-	CBM35(153-278)+CBM35(303-419)+GH31_17(503-949)	CBM35_e27+CBM35_e27+GH31_e27	CBM35+GH31_17	Y(1-36)	3
WAO85805.1	-	GT76(18-420)	GT76_e8	GT76	N	3
WAO93757.1	2.4.1.131|2.4.1.-	GT15(75-352)	GT15_e0	GT15	N	3
WAP55476.1	-	GH114(70-240)	GH114_e8	GH114	Y(1-42)	3
WAS28560.1	3.2.1.18	GH83(24-567)	GH83_e3	GH83	N	3
WAT86786.1	-	GH166(44-266)	GH166_e2	GH166	Y(1-23)	3
WAU11170.1	-	GH84(224-532)	GH84_e2+CBM32_e131+CBM32_e131	CBM32+GH84	Y(1-26)	3
WAU46524.1	3.2.1.18	GH34(1-465)	GH34_e0	GH34	N	3
WAX13595.1	2.4.1.26	GT72(14-368)	GT72_e0	GT72	N	3
WAY19469.1	-	CE5(39-219)	CE5_e50	CE5	Y(1-36)	3
WAZ26220.1	3.2.1.1|3.2.1.98	CBM25(46-122)+CBM25(149-225)+GH13_42(400-833)	CBM25_e11+CBM25_e11+GH13_e160	CBM25+GH13_42	Y(1-33)	3
WBB57469.1	3.2.1.4|3.2.1.73|3.2.1.176|3.2.1.78|3.2.1.-|3.2.1.151|3.2.1.8|3.2.1.91|-	GH9(40-474)+CBM2(846-946)	GH9_e22+CBM3_e0+CBM2_e104	CBM2+CBM3+GH9	Y(1-26)	3
WBB62454.1	-	CBM13(39-167)+PL20(180-394)	CBM13_e95+PL20_e2	CBM13+PL20	Y(1-33)	3
WBB72454.1	-	GH59(32-652)+CBM13(712-783)	GH59_e3+CBM13_e336	CBM13+GH59	Y(1-25)	3
WBB84865.1	-	CBM57(468-626)+CBM57(642-799)	CBM57_e33+CBM57_e33	CBM57	Y(1-23)	3
WBC08431.1	3.2.1.59|-	GH87(487-1424)	CBM32_e178+CBM32_e235+GH87_e0	CBM32+GH87	Y(1-30)	3
WBL23343.1	-	CE12(23-233)	CE12_e9	CE12	Y(1-19)	3
WBL24672.1	-	CE20(103-365)	CE20_e7	CE20	Y(1-22)	3
WBL41003.1	3.2.1.4|3.2.1.78|3.2.1.132	GH5_2(53-290)+CBM3(357-437)	GH5_e251+CBM3_e18	CBM3+GH5_2	Y(1-30)	3
WBS00019.1	3.2.1.4|-	CBM88(32-111)+GH5_4(158-452)	CBM88_e1+GH5_e108	CBM15+CBM88+GH5_4	Y(1-25)	3
WBU88533.1	3.2.1.162	GH150(30-934)	GH150_e0	GH150	N	3
WBV74212.1	3.2.1.11|3.2.1.95	GH49(42-626)	GH49_e1	GH49	Y(1-24)	3
WBW72010.1	3.2.1.39	GH81(65-730)+CBM52(812-861)+CBM52(899-949)	GH81_e0	CBM52+GH81	Y(1-28)	3
WBZ96486.1	3.2.1.172	GH105(66-384)	GH105_e17	GH105	Y(1-29)	3
WCB70289.1	1.11.1.16|1.11.1.13|1.11.1.-	AA2(40-301)	AA2_e2	AA2	Y(1-24)	3
WCG32071.1	-	GT108(17-298)	GT108_e5	GT108	N	3
WCJ31580.1	-	GT106(93-408)	GT106_e11	GT106	Y(1-27)	3
WCK68493.1	2.4.1.21	GT5(2-470)	GT5_e31	GT5	N	3
WCM81376.1	-	CBM32(15-136)	CBM32_e19	N	N	2
WCT79616.1	-	GH115(37-818)	GH115_e6	GH115	Y(1-25)	3
WDD21848.1	2.4.1.-	GT26(62-231)	GT26_e141	GT26	N	3
WDD97629.1	3.2.1.1	GH119(20-1058)	GH119_e0	CBM25+GH119	Y(1-37)	3
WDE99004.1	-	GT108(19-306)	GT108_e5	GT108	N	3
WDF50647.1	3.2.1.-	GH125(28-423)	GH125_e0	GH125	N	3
WDF57426.1	3.2.1.185	GH146(52-560)	GH146_e0	GH146	Y(1-24)	3
WDF57923.1	-	PL29(57-392)	PL29_e6	PL0	N	3
WDF77317.1	-	GH89(61-722)	GH89_e16	GH89	Y(1-20)	3
WDF81377.1	-	GH143(17-568)	GH143_e1	GH143	Y(1-20)	3
WDG90309.1	-	PL12(396-525)	PL12_e28	PL12	N	3
WDI02406.1	3.2.1.89	CBM61(38-188)+GH53(216-580)+CBM61(669-811)	CBM61_e15+GH53_e14+CBM61_e15	CBM61+GH53	Y(1-33)	3
WDI97842.1	3.2.1.8	GH10(41-319)	GH10_e0	GH10	Y(1-20)	3
WDK12612.1	1.1.3.-	AA7(50-220)	AA7_e5	AA7	Y(1-22)	3
WDK18454.1	3.2.1.59|-	CE5(30-225)+CBM24(246-325)	CE5_e42+CBM24_e0	CBM24+CE5	Y(1-26)	3
WDK79442.1	-	GT25(1-192)	GT25_e0	GT25	N	3
WDL32537.1	3.2.1.151	GH74(94-217)	GH74_e0+GH74_e0+GH74_e0+GH74_e0	GH74	Y(1-38)	3
WDL75015.1	2.4.1.-	GT82(39-332)	GT82_e0	GT82	N	3
WDL78280.1	2.4.1.-	GT82(39-332)	GT82_e0	GT82	N	3
WDM29279.1	3.2.1.151|3.2.1.4	CBM30(67-197)+CBM30(338-479)+CBM30(609-756)	CBM30_e0+CBM30_e0+CBM30_e0	CBM30	Y(1-39)	3
WDM74378.1	-	GT2(16-171)	GT2	GT2	N	3
WDM96010.1	3.2.1.187	GH121(21-1452)	GH121_e0	GH121	N	3
WDN13297.1	-	PL9(78-239)	PL9_e0	PL9	N	3
WDN13625.1	-	GH5_1(32-340)+CBM63(498-573)	GH5_e198+CBM63_e7	CBM63+GH5	Y(1-22)	3
WDN44894.1	-	PL9(78-239)	PL9_e0	PL9	N	3
WDN54605.1	2.4.1.-	GT1(15-395)	GT1_e302	GT1	N	3
WDN58174.1	3.2.1.1|3.2.1.98|3.2.1.60|3.2.1.-|3.2.1.39	GH13_42(206-486)+CBM26(840-909)+CBM26(1118-1192)+CBM26(1297-1364)	GH13_e160+CBM26_e7+CBM56_e2+CBM26_e0+CBM26_e0	CBM26+GH13_42	Y(1-39)	3
WDS95889.1	2.4.1.258	GT58(1-185)	GT58_e0	N	N	2
WDT54916.1	3.2.1.3	GH178(28-340)	GH15_e17	GH0	N	3
WDT67623.1	N	GT116(3-213)	N	GT116	N	2
WDZ55002.1	-	GH140(6-381)	GH140_e0	GH140	N	3
WDZ55126.1	3.2.1.78|3.2.1.151|3.2.1.4|3.2.1.8|3.2.1.176	GH44(42-551)+CBM35(658-773)+GH26(790-1090)+CBM3(1206-1287)	GH44_e1+CBM35_e4+GH26_e7+CBM3_e19	CBM35+CBM3+GH26+GH44	Y(1-36)	3
WDZ58002.1	3.2.1.65	CBM66(10-166)+CBM66(174-331)+GH32(349-662)+CBM66(924-1080)	CBM66_e16+CBM66_e16+GH32_e27+CBM66_e16	CBM66+GH32	N	3
WDZ63497.1	3.2.1.41|3.2.1.1|3.2.1.68|3.2.1.-	GH13_14(197-541)+CBM41(742-833)	CBM48_e14+GH13_e130+CBM41_e0	CBM41+CBM48+GH13_14	N	3
WED94581.1	-	CE5(33-214)	CE5_e46	CE5	Y(1-33)	3
WED96528.1	-	GH76(42-330)	GH76_e16	GH76	N	3
WED99158.1	-	CBM2(41-138)	CBM2_e0	N	Y(1-40)	2
